"","SNP","PVal"
"1","actn3_r577x",0.370914714653014
"2","actn3_rs540874",0.311737384945865
"3","actn3_rs1815739",0.42625987869625
"4","actn3_1671064",0.200978859109113
"5","ardb1_1801253",0.34590781463459
"6","adrb2_1042713",0.092947205353021
"7","adrb2_1042714",0.235228830396795
"8","adrb2_rs1042718",0.250742968268521
"9","agrp_5030980",0.104482511976523
"10","akt1_g15129a",0.913351903500716
"11","akt1_g14803t",1.48989084804464
"12","akt1_t10726c_t12868c",0.269791787067615
"13","akt1_t10598a_t12740a",0.056247602416964
"14","akt1_c9756a_c11898t",0.842576669096986
"15","akt1_t8407g",0.126761060068677
"16","akt1_a7699g",0.076830196142393
"17","akt1_c6148t_c8290t",0.641765739673723
"18","akt1_c6024t_c8166t",0.403912327542011
"19","akt1_c5854t_c7996t",0.286421531415372
"20","akt1_c832g_c3359g",0.348031846233372
"21","akt1_g288c",0.820283826086696
"22","akt1_g2347t_g205t",0.443312946517374
"23","akt1_g4362c",0.171130936779373
"24","akt1_c15676t",0.322264214441872
"25","akt1_a15756t",0.218183415038813
"26","akt1_g20703a",0.64131183159576
"27","akt1_g22187a",0.217572736734947
"28","akt1_a22889g",0.402306746768974
"29","akt1_g23477a",0.386251292937979
"30","akt2_7254617",0.706549758419518
"31","akt2_rs892118",0.989955631016294
"32","akt2_2304186",0.409163295331224
"33","ankrd6_p636l",0.497231285644958
"34","ankrd6_i128l",0.68247925279461
"35","ankrd6_g197805a",0.133945846599487
"36","bcl6_4686467",0.453873176088256
"37","bcl6_3774298",0.469060461866895
"38","bcl6_17797517",0.225935049397334
"39","bcl6_1056932",0.123008812552921
"40","bmp2_rs15705",0.55895282952465
"41","bmp2_235768",0.0317296320350381
"42","c8orf68_rs6983944",0.277376931622932
"43","carp_a8470g",0.0650037883104422
"44","carp_c105t",0.609915476038189
"45","cast_rs754615",0.0235495968263787
"46","cast_rs7724759",0.139608920411693
"47","cav2_q130e",0.498342242156289
"48","cntf_g6a",0.548263344366849
"49","cox5b_11904110",0.317159749874381
"50","ctsf_572846",0.192736033714192
"51","ddit_rs1053227",0.27788829907474
"52","esr1_rs1801132",0.00676942755796429
"53","esr1_rs1042717",0.0435378296307137
"54","esr1_rs2228480",0.537345036893143
"55","esr1_rs2077647",0.653706463421323
"56","esr1_rs9340799",0.148778349109484
"57","esr1_rs2234693",0.622077668692069
"58","esr2_1256112",0.294920118407563
"59","esr2_3020450",0.0451797084272273
"60","fatso",0.0491039818720595
"61","fbox32_rs6690663",0.188537211362548
"62","fbox32_rs4871385",0.116834131656085
"63","fbox32_rs2891770",0.0574419052333313
"64","fbox32_rs6983944",0.0608900794507659
"65","fst_722910",0.0553408515130754
"66","fstl1_rs9631455",0.664062021678575
"67","galntl1_rs8005903",0.445117456655396
"68","gapd_7307229",0.928602362025972
"69","gnb3_rs5443",0.68053467226194
"70","hsd11b1_rs4844880",0.470161659611451
"71","igf1_pro",0.624172453085646
"72","igf1_t1245c",0.572306955758162
"73","igf2_rs680",1.26346824898248
"74","igf2_3213221",0.277606247821052
"75","igf2_3213216",0.081015290904517
"76","igfbp3_6670",1.06250377108693
"77","il15ra_3136618",0.231693524824781
"78","il15ra_2228059",0.278588151848721
"79","il15_1057972",0.189496656384742
"80","il15_1589241",0.345800430454954
"81","il15_rs2296135",0.308781073289813
"82","insig2_rs7566605",0.557848017250042
"83","kchj11_rs5219",0.211482571912184
"84","lep_2167270",0.183747813967516
"85","lepr_1137101",0.653581400630488
"86","lepr_1805096",0.0609076083312098
"87","lrp5_snp4",0.203397655992016
"88","mgst3_4147542",1.2434321888619
"89","mgst3_7549530",0.204454103453771
"90","mlck_c49t",0.151714037151293
"91","mylk_g91689t",0.817318994129264
"92","myod1_rs2249104",0.60813064241223
"93","nnmt_g5082t",0.886023800016835
"94","nos3_rs1799983",2.80782961998126
"95","nr3c1_rs10482616",0.00770463638696013
"96","nr3c1_rs10482614",0.0525526829221194
"97","nr3c1_rs4634384",0.0464978040566749
"98","nr3c1_rs4582314",0.179530463701445
"99","opg_2073618",0.361314615514153
"100","opg_3102735",0.497633228586751
"101","p2rx2_6560891",0.197874983859514
"102","p2rx2_7966242",0.262306910829046
"103","p2ry2_rs1783596",0.710129940317443
"104","pai1_4g5g",0.0500904466139867
"105","pcr15_snp2",1.77046836467031
"106","pcr15_snp4",0.400573544025658
"107","pcr5_snp2",0.082522083550367
"108","pik3cg_4727666",0.264996409764719
"109","pik3_rs3173908",0.0656430116953368
"110","ppara_1800206",0.13369380951577
"111","ppar_gp12a",0.0484591064067406
"112","pparg_c1a_rs8192678",0.00302943964000329
"113","pygm_620006",0.21467312887853
"114","rankl_17458177",0.182825663499689
"115","rankl_17536280",0.0358820035637107
"116","rankl_17639305",0.394019682510739
"117","rankl_4531631",0.418445615703505
"118","resistin_c398t",0.0983404751332438
"119","resistin_g540a",0.13622422981884
"120","resistin_c980g",2.30730295748724
"121","resistin_c180g",0.612933055457796
"122","rnf28_c16242t",0.229931441487945
"123","rs302964",0.0596090870769102
"124","rs11630261",0.448659571899152
"125","slc35f1_rs12110370",0.177487814343446
"126","slc35f1_rs10484290",0.164608035115564
"127","syngr2_c886t",0.77093988831927
"128","tcfl72_12255372",0.14180378247906
"129","tcfl72_7903146",0.550759054440526
"130","tcfl72_rs12255372",0.000104640623589314
"131","tcfl72_rs7903146",0.251665196803883
"132","tnni1_3738287",0.0992210760348561
"133","tpd52l1_3778458",0.259550463640354
"134","tpd52l1_514096",0.785544005310999
"135","tdp52l1_9321028",0.0825036774511235
"136","tpd52l1_3799736",0.0658216712056767
"137","ucp2_ct",0.455623414433332
"138","vdr_taq1",0.501804747337799
"139","vdr_fok1",0.605814243758044
"140","vdr_bsm1",0.333004729753024
"141","vdr_rs731236",0.168053279176817
"142","vim_6602186",0.504929402075778
